id,gfrid,last_modified,input_voltage,input_fault_voltage,output_voltage,max_output_current_percentage,input_frequency,battery_voltage,temp,ts,alert,utility_no_failure,battery_not_low,bypass_inactive,ups_no_failure,ups_online,no_test,shutdown_inactive,beeper_on
981,6,18-07-2025 14:58,109.435516,219.6,129.2467196,127.1123875,68.32958121,7.27895001,58.00629348,1692355361,1,0,0,0,0,0,0,0,0
2784,6,18-07-2025 15:05,230,219.6,250,0,30.52604078,12,44.43481406,1692499484,1,0,0,0,0,0,0,0,0
11611,6,18-07-2025 05:16,230,219.6,190,0,60.43936092,12,12.0199311,1693380673,1,0,0,0,0,0,0,0,0
12655,6,18-07-2025 15:23,230,219.6,250,0,32.05188104,12,47.76954968,1693464133,1,0,0,0,0,0,0,0,0
6385,6,18-07-2025 14:50,230,219.6,250,131.7234951,58.45650084,12,15.40260658,1692787306,1,0,0,0,0,0,0,0,0
4808,6,18-07-2025 14:54,230,219.6,190,108.0059158,34.64962931,12,16.94088183,1692661364,1,0,0,0,0,0,0,0,0
6196,6,18-07-2025 00:09,133.801097,219.6,136.5200685,140.1444133,43.22075924,15.44853149,10.78582851,1692772187,1,0,0,0,0,0,0,0,0
16490,6,18-07-2025 00:21,108.9901141,219.6,154.8986019,106.2535652,36.23212927,7.750911948,53.062445,1693772776,1,0,0,0,0,0,0,0,0
17616,6,18-07-2025 10:40,282.5991007,219.6,263.4176986,0,52.74493131,8.597884645,44.04035755,1693863616,1,0,0,0,0,0,0,0,0
13217,6,18-07-2025 10:24,114.7073815,219.6,253.5521905,0,61.84805497,8.851683799,57.44661395,1693510693,1,0,0,0,0,0,0,0,0
18713,6,18-07-2025 00:30,220,219.6,225,60,50,11.2,36,1693952839,1,0,0,0,0,0,0,0,0
4310,6,18-07-2025 10:23,220,219.6,225,60,50,11.1,36.9,1692621585,1,0,0,0,0,0,0,0,0
4485,6,18-07-2025 04:55,220,219.6,225,60,50,11.2,37.2,1692635503,1,0,0,0,0,0,0,0,0
11040,6,18-07-2025 20:27,220,219.6,225,60,50,11.1,40.34578133,1693334949,1,0,0,0,0,0,0,0,0
9944,6,18-07-2025 00:33,220,219.6,225,60,50,11,10.47377422,1693247410,1,0,0,0,0,0,0,0,0
10811,6,18-07-2025 15:27,220,219.6,225,60,50,10.9,17.03306283,1693316649,1,0,0,0,0,0,0,0,0
4992,6,18-07-2025 19:55,220,219.6,225,60,50,10.8,30.64123727,1692676065,1,0,0,0,0,0,0,0,0
5805,6,18-07-2025 20:03,220,219.6,225,60,50,11.2,10.50494542,1692740866,1,0,0,0,0,0,0,0,0
12115,6,18-07-2025 15:23,220,219.6,225,60,50,11.2,16.76661455,1693420994,1,0,0,0,0,0,0,0,0
12107,6,18-07-2025 05:23,220,219.6,225,60,50,11.1,10.68701021,1693420333,1,0,0,0,0,0,0,0,0
15738,6,18-07-2025 15:39,220,219.6,225,60,50,11.2,32.70307873,1693712716,1,0,0,0,0,0,0,0,0
2731,6,18-07-2025 04:59,220,219.6,225,60,50,11.2,36,1692495224,1,0,0,0,0,0,0,0,0
15248,6,18-07-2025 20:41,220,219.6,225,60,50,11.1,37.2,1693673415,1,0,0,0,0,0,0,0,0
6704,6,18-07-2025 19:51,220,219.6,225,60,50,11,37.8,1692812866,1,0,0,0,0,0,0,0,0
1969,6,18-07-2025 09:53,220,219.6,225,60,50,10.9,38.1,1692434261,1,0,0,0,0,0,0,0,0
4937,6,18-07-2025 05:08,220,219.6,225,60,50,10.8,38.4,1692671685,1,0,0,0,0,0,0,0,0
2113,6,18-07-2025 20:07,220,219.6,225,60,50,10.7,38.7,1692445782,1,0,0,0,0,0,0,0,0
19167,6,18-07-2025 00:41,220,219.6,225,60,50,10.6,29.71563921,1693989018,1,0,0,0,0,0,0,0,0
13082,6,18-07-2025 10:27,220,219.6,225,60,50,10.5,54.31122158,1693499834,1,0,0,0,0,0,0,0,0
7278,6,18-07-2025 04:59,220,219.6,225,60,50,10.4,41.55727718,1692858647,1,0,0,0,0,0,0,0,0
5710,6,18-07-2025 14:58,220,219.6,225,60,50,10.3,18.36292887,1692733305,1,0,0,0,0,0,0,0,0
6419,6,18-07-2025 00:00,161.7722803,219.6,119.5254855,0,41.15584757,6.482939474,47.82110079,1692790066,1,0,0,0,0,0,0,0,0
19165,6,18-07-2025 00:29,220,219.6,255.3673288,60,60.36110058,11,15.35880302,1693988899,1,0,0,0,0,0,0,0,0
4630,6,18-07-2025 19:50,220,219.6,238.3660197,60,52.05689251,10.95,32.54930389,1692647204,1,0,0,0,0,0,0,0,0
4668,6,18-07-2025 09:55,220,219.6,191.680818,60,62.54978093,10.85,32.58265031,1692650205,1,0,0,0,0,0,0,0,0
14256,6,18-07-2025 15:44,220,219.6,217.3405943,60,49.3086032,10.8,19.56829844,1693593912,1,0,0,0,0,0,0,0,0
386,6,18-07-2025 04:45,220,219.6,235.5003295,60,63.07092551,10.75,33.43445474,1692307840,1,0,0,0,0,0,0,0,0
5346,6,18-07-2025 09:56,220,219.6,261.177194,60,36.89617078,10.65,47.42931364,1692704263,1,0,0,0,0,0,0,0,0
2196,6,18-07-2025 10:06,220,219.6,224.778998,60,67.53267207,10.6,26.165169,1692452381,1,0,0,0,0,0,0,0,0
6287,6,18-07-2025 04:50,107.6753533,219.6,131.0571582,129.623646,49.99560762,6.420110972,14.98411801,1692779446,1,0,0,0,0,0,0,0,0
5934,6,18-07-2025 14:51,272.4181958,219.6,232.0492696,0,59.49160762,15.03478155,52.88903638,1692751307,1,0,0,0,0,0,0,0,0
8073,6,18-07-2025 00:19,160.9093298,219.6,277.2560207,90.4510941,40.93098819,15.23353674,47.916249,1693078027,1,0,0,0,0,0,0,0,0
9636,6,18-07-2025 10:27,290.6704386,219.6,154.8480892,148.3255644,33.18035151,6.47005629,52.81920732,1693222810,1,0,0,0,0,0,0,0,0
17426,6,18-07-2025 00:30,220,219.6,225,60,50,11.2,47.97060177,1693848497,1,0,0,0,0,0,0,0,0
937,6,18-07-2025 15:03,220,219.6,225,60,50,11.2,14.61934174,1692351880,1,0,0,0,0,0,0,0,0
12058,6,18-07-2025 00:23,220,219.6,225,60,50,11.1,31.39978026,1693416433,1,0,0,0,0,0,0,0,0
1693,6,18-07-2025 05:09,220,219.6,225,60,50,11,19.95600052,1692412180,1,0,0,0,0,0,0,0,0
13573,6,18-07-2025 05:18,220,219.6,225,60,50,10.9,15.53897128,1693539073,1,0,0,0,0,0,0,0,0
1605,6,18-07-2025 05:01,220,219.6,225,60,50,10.8,27.84612774,1692405162,1,0,0,0,0,0,0,0,0
17487,6,18-07-2025 20:35,220,219.6,225,60,50,10.7,29.09474106,1693853356,1,0,0,0,0,0,0,0,0
16956,6,18-07-2025 20:30,220,219.6,225,60,50,10.6,57.415581,1693810037,1,0,0,0,0,0,0,0,0
8214,6,18-07-2025 05:30,220,219.6,225,60,50,10.5,13.76194563,1693089306,1,0,0,0,0,0,0,0,0
13977,6,18-07-2025 00:31,220,219.6,225,60,50,10.4,41.52211938,1693571353,1,0,0,0,0,0,0,0,0
352,6,18-07-2025 19:45,220,219.6,225,60,50,10.3,18.55631723,1692305140,1,0,0,0,0,0,0,0,0
14875,6,18-07-2025 05:25,138.3860095,219.6,178.3575899,0,30.90460051,7.121855301,48.62563399,1693643537,1,0,0,0,0,0,0,0,0
219,6,18-07-2025 19:57,133.9156223,219.6,153.6786004,0,66.46521406,8.350237355,48.62060766,1692294521,1,0,0,0,0,0,0,0,0
15822,6,18-07-2025 10:22,168.8714334,219.6,151.3698785,67.63605956,47.06742102,6.550137149,54.42293436,1693719376,1,0,0,0,0,0,0,0,0
13136,6,18-07-2025 20:42,299.9394626,219.6,146.9453932,126.4830243,49.30253065,13.19501512,18.25668941,1693504153,1,0,0,0,0,0,0,0,0
10128,6,18-07-2025 10:14,230,219.6,250,0,49.89422515,12,53.0932579,1693262170,1,0,0,0,0,0,0,0,0
3948,6,18-07-2025 09:48,230,219.6,250,149.6996286,62.63046237,12,44.81264849,1692592544,1,0,0,0,0,0,0,0,0
14573,6,18-07-2025 20:26,230,219.6,250,0,64.21209389,12,14.12492887,1693619293,1,0,0,0,0,0,0,0,0
9716,6,18-07-2025 00:15,230,219.6,190,0,60.69320588,12,57.26717198,1693229229,1,0,0,0,0,0,0,0,0
2326,6,18-07-2025 05:01,230,219.6,250,7.919074091,39.61757927,12,13.94337222,1692462762,1,0,0,0,0,0,0,0,0
19615,6,18-07-2025 00:29,230,219.6,190,99.33152201,35.03290368,12,10.20119318,1694024899,1,0,0,0,0,0,0,0,0
19349,6,18-07-2025 05:23,219.4498037,219.6,156.694827,114.6734615,36.63755244,7.793692568,26.08623924,1694003538,1,0,0,0,0,0,0,0,0
1028,6,18-07-2025 19:47,144.5798099,219.6,277.952014,113.7983855,42.06545432,8.513580715,17.68218025,1692359141,1,0,0,0,0,0,0,0,0
14745,6,18-07-2025 10:24,290.2682372,219.6,119.1404518,0,68.60139798,6.454986824,49.39780386,1693633033,1,0,0,0,0,0,0,0,0
15876,6,18-07-2025 20:33,220,219.6,225,60,50,11.2,19.09205917,1693723696,1,0,0,0,0,0,0,0,0
4623,6,18-07-2025 09:55,220,219.6,225,60,50,11.2,36,1692646603,1,0,0,0,0,0,0,0,0
13763,6,18-07-2025 15:36,220,219.6,225,60,50,11.1,36.6,1693554313,1,0,0,0,0,0,0,0,0
1963,6,18-07-2025 00:05,220,219.6,225,60,50,11,37.2,1692433781,1,0,0,0,0,0,0,0,0
9768,6,18-07-2025 10:14,220,219.6,225,60,50,10.9,38.1,1693233370,1,0,0,0,0,0,0,0,0
12192,6,18-07-2025 00:19,220,219.6,225,60,50,10.8,16.08701314,1693427233,1,0,0,0,0,0,0,0,0
10935,6,18-07-2025 00:33,220,219.6,225,60,50,10.7,36,1693326609,1,0,0,0,0,0,0,0,0
16685,6,18-07-2025 20:29,220,219.6,225,60,50,10.6,36.3,1693788436,1,0,0,0,0,0,0,0,0
11072,6,18-07-2025 05:16,220,219.6,225,60,50,10.5,36.9,1693337530,1,0,0,0,0,0,0,0,0
5971,6,18-07-2025 04:50,220,219.6,225,60,50,10.4,37.8,1692754246,1,0,0,0,0,0,0,0,0
3212,6,18-07-2025 17:48,220,219.6,225,60,50,10.3,46.00974664,1692533744,1,0,0,0,0,0,0,0,0
3211,6,18-07-2025 16:06,220,219.6,225,60,50,10.4,50.73215473,1692533624,1,0,0,0,0,0,0,0,0
13906,6,18-07-2025 07:55,220,219.6,225,60,50,10.3,36,1693565713,1,0,0,0,0,0,0,0,0
17745,6,18-07-2025 05:23,230,219.6,220,60,42.36015014,11.5,37,1693873876,1,0,0,0,0,0,0,0,0
18803,6,18-07-2025 00:29,230,219.6,220,60,55.39378757,11.5,38,1693960038,1,0,0,0,0,0,0,0,0
10900,6,18-07-2025 15:21,230,219.6,220,60,67.92228626,11.5,39,1693323790,1,0,0,0,0,0,0,0,0
3777,6,18-07-2025 19:55,130.0073281,219.6,177.828077,28.80866806,55.5,10.2,45.27281611,1692578864,1,0,0,0,0,0,0,0,0
14197,6,18-07-2025 00:20,280.7278678,219.6,255.2326384,110.0663187,45,10.2,47.08789332,1693589233,1,0,0,0,0,0,0,0,0
8118,6,18-07-2025 00:18,220,219.6,225,60,50,11.2,40.87919803,1693081626,1,0,0,0,0,0,0,0,0
439,6,18-07-2025 14:51,220,219.6,225,60,50,11.1,19.42640633,1692312100,1,0,0,0,0,0,0,0,0
9441,6,18-07-2025 20:15,220,219.6,225,60,50,11,59.50125582,1693187170,1,0,0,0,0,0,0,0,0
1740,6,18-07-2025 04:52,220,219.6,225,60,50,10.9,18.01131806,1692415960,1,0,0,0,0,0,0,0,0
17178,6,18-07-2025 15:34,220,219.6,225,60,50,10.8,44.10100871,1693827855,1,0,0,0,0,0,0,0,0
13091,6,18-07-2025 20:33,220,219.6,225,60,50,10.7,13.75708107,1693500554,1,0,0,0,0,0,0,0,0
5747,6,18-07-2025 04:51,220,219.6,225,60,50,10.6,11.88105122,1692736247,1,0,0,0,0,0,0,0,0
8852,6,18-07-2025 15:14,220,219.6,225,60,50,10.5,36,1693140129,1,0,0,0,0,0,0,0,0
18500,6,18-07-2025 15:35,220,219.6,225,60,50,11.2,36.3,1693935860,1,0,0,0,0,0,0,0,0
6601,6,18-07-2025 04:51,220,219.6,225,60,50,11.1,36.6,1692804646,1,0,0,0,0,0,0,0,0
11698,6,18-07-2025 00:36,220,219.6,225,60,50,11.2,37.5,1693387753,1,0,0,0,0,0,0,0,0
120,6,18-07-2025 09:52,220,219.6,225,60,50,11.1,38.7,1692286661,1,0,0,0,0,0,0,0,0
15019,6,18-07-2025 15:32,220,219.6,225,60,50,11,16.20482921,1693655055,1,0,0,0,0,0,0,0,0
17701,6,18-07-2025 05:28,220,219.6,225,60,50,10.9,46.71638796,1693870397,1,0,0,0,0,0,0,0,0
17528,6,18-07-2025 15:28,220,219.6,225,60,50,10.8,56.05893067,1693856596,1,0,0,0,0,0,0,0,0
3406,6,18-07-2025 04:59,220,219.6,225,60,50,10.7,48.5651631,1692549224,1,0,0,0,0,0,0,0,0
10630,6,18-07-2025 15:20,220,219.6,225,60,50,10.6,36,1693302190,1,0,0,0,0,0,0,0,0
8627,6,18-07-2025 15:18,220,219.6,225,60,50,10.5,36.6,1693122126,1,0,0,0,0,0,0,0,0
128,6,18-07-2025 19:58,220,219.6,225,60,50,10.4,37.5,1692287321,1,0,0,0,0,0,0,0,0
15366,6,18-07-2025 00:31,220,219.6,225,60,50,11.2,38.4,1693682954,1,0,0,0,0,0,0,0,0
19672,6,18-07-2025 15:36,220,219.6,225,60,50,11.1,38.7,1694029458,1,0,0,0,0,0,0,0,0
2381,6,18-07-2025 19:47,220,219.6,225,60,50,11,48.61847213,1692467201,1,0,0,0,0,0,0,0,0
3462,6,18-07-2025 19:54,220,219.6,225,60,50,10.9,52.7916211,1692553664,1,0,0,0,0,0,0,0,0
15324,6,18-07-2025 05:21,220,219.6,225,60,50,10.8,11.85848779,1693679535,1,0,0,0,0,0,0,0,0
7459,6,18-07-2025 04:59,220,219.6,225,60,50,10.7,12.77324735,1692873106,1,0,0,0,0,0,0,0,0
6886,6,18-07-2025 20:09,220,219.6,225,60,50,10.6,40.81909777,1692827386,1,0,0,0,0,0,0,0,0
15190,6,18-07-2025 05:32,220,219.6,225,60,50,10.5,55.71033145,1693668737,1,0,0,0,0,0,0,0,0
15063,6,18-07-2025 15:26,220,219.6,225,60,50,10.4,11.40401615,1693658596,1,0,0,0,0,0,0,0,0
804,6,18-07-2025 19:52,220,219.6,225,60,50,10.3,54.8315536,1692341261,1,0,0,0,0,0,0,0,0
475,6,18-07-2025 00:03,220,219.6,225,60,50,10.3,49.87128204,1692314980,1,0,0,0,0,0,0,0,0
8892,6,18-07-2025 05:32,220,219.6,225,60,50,10.3,57.78060212,1693143310,1,0,0,0,0,0,0,0,0
12614,6,18-07-2025 20:23,277.8433509,219.6,298.5626692,121.7675797,61.7125913,14.57008891,11.70044469,1693460893,1,0,0,0,0,0,0,0,0
4449,6,18-07-2025 15:09,138.8695694,219.6,254.0280697,101.5888627,42.44493111,8.208062378,43.53660371,1692632684,1,0,0,0,0,0,0,0,0
485,6,18-07-2025 14:57,220,219.6,101.9893285,60,58.21624441,11,57.68417941,1692315760,1,0,0,0,0,0,0,0,0
19224,6,18-07-2025 20:23,220,219.6,103.6219884,60,65.34604631,10.75,59.62975183,1693993578,1,0,0,0,0,0,0,0,0
7921,6,18-07-2025 21:55,220,219.6,216.6172703,60,41.64796115,10.7,13.87691858,1692989492,1,0,0,0,0,0,0,0,0
7912,6,18-07-2025 11:43,220,219.6,101.0685071,60,58.50894182,10.65,31.69788932,1692988773,1,0,0,0,0,0,0,0,0
4038,6,18-07-2025 05:06,220,219.6,225,60,50,11.2,46.67668829,1692599683,1,0,0,0,0,0,0,0,0
8804,6,18-07-2025 10:20,220,219.6,225,60,50,11.2,33.60425659,1693136291,1,0,0,0,0,0,0,0,0
7989,6,18-07-2025 05:32,220,219.6,225,60,50,11.2,19.98748021,1693071308,1,0,0,0,0,0,0,0,0
13528,6,18-07-2025 05:18,220,219.6,225,60,50,11.1,38,1693535472,1,0,0,0,0,0,0,0,0
8130,6,18-07-2025 15:18,220,219.6,225,60,50,11,39.5,1693082587,1,0,0,0,0,0,0,0,0
116,6,18-07-2025 04:51,220,219.6,225,60,50,10.9,41.64883994,1692286361,1,0,0,0,0,0,0,0,0
4033,6,18-07-2025 00:00,220,219.6,225,60,50,10.8,36.3,1692599325,1,0,0,0,0,0,0,0,0
13440,6,18-07-2025 05:32,220,219.6,225,60,50,10.7,36.6,1693528453,1,0,0,0,0,0,0,0,0
5118,6,18-07-2025 05:08,220,219.6,225,60,50,10.6,37.8,1692686084,1,0,0,0,0,0,0,0,0
17039,6,18-07-2025 10:29,220,219.6,225,60,50,11.2,38.1,1693816695,1,0,0,0,0,0,0,0,0
6386,6,18-07-2025 14:56,220,219.6,225,60,50,11.1,38.4,1692787366,1,0,0,0,0,0,0,0,0
15232,6,18-07-2025 00:32,220,219.6,225,60,50,11,38.7,1693672157,1,0,0,0,0,0,0,0,0
342,6,18-07-2025 04:52,220,219.6,225,60,50,10.9,45.44966595,1692304361,1,0,0,0,0,0,0,0,0
9557,6,18-07-2025 15:20,220,219.6,225,60,50,10.8,44.97642949,1693194129,1,0,0,0,0,0,0,0,0
11929,6,18-07-2025 10:16,220,219.6,225,60,50,10.7,16.96869593,1693406172,1,0,0,0,0,0,0,0,0
11790,6,18-07-2025 05:17,220,219.6,225,60,50,10.6,12.4831107,1693395072,1,0,0,0,0,0,0,0,0
12956,6,18-07-2025 20:44,220,219.6,225,60,50,10.5,48.94182921,1693489693,1,0,0,0,0,0,0,0,0
17609,6,18-07-2025 05:22,220,219.6,225,60,50,10.4,36.3,1693863076,1,0,0,0,0,0,0,0,0
9818,6,18-07-2025 15:21,220,219.6,225,60,50,10.3,36.9,1693237330,1,0,0,0,0,0,0,0,0
18245,6,18-07-2025 10:29,153.8711965,219.6,272.4567609,94,36.21769735,11.8,37.2,1693913838,1,0,0,0,0,0,0,0,0
17129,6,18-07-2025 10:35,121.1004328,219.6,277.2184113,96,32.49524239,11.8,37.8,1693823956,1,0,0,0,0,0,0,0,0
18857,6,18-07-2025 10:36,156.7755146,219.6,159.8379154,98.14361321,36.35070692,15.24156082,32.7388807,1693964359,1,0,0,0,0,0,0,0,0
17569,6,18-07-2025 10:31,163.031499,219.6,237.3075714,149.8083284,42.10987822,7.514417392,46.64548515,1693859895,1,0,0,0,0,0,0,0,0
1748,6,18-07-2025 14:58,168.5624083,219.6,163.4452056,132.3552444,60.53906874,14.72580359,46.67452981,1692416620,1,0,0,0,0,0,0,0,0
3499,6,18-07-2025 09:54,220,219.6,199.3068843,60,36.58912031,10.95,15.81590413,1692556604,1,0,0,0,0,0,0,0,0
13535,6,18-07-2025 15:17,220,219.6,255.1041516,60,51.86916153,10.9,10.06552928,1693536073,1,0,0,0,0,0,0,0,0
4936,6,18-07-2025 05:02,220,219.6,185.8318161,60,63.07085542,10.8,10.33237632,1692671564,1,0,0,0,0,0,0,0,0
6735,6,18-07-2025 00:04,220,219.6,121.8276205,60,67.63773275,10.7,14.28417522,1692815328,1,0,0,0,0,0,0,0,0
13076,6,18-07-2025 00:30,220,219.6,193.347191,60,39.2876364,10.65,28.53461732,1693499353,1,0,0,0,0,0,0,0,0
14342,6,18-07-2025 10:32,220,219.6,277.9716142,60,56.48479578,10.6,14.68083639,1693600752,1,0,0,0,0,0,0,0,0
12075,6,18-07-2025 20:35,220,219.6,239.4913356,60,57.37376546,10.55,25.38437344,1693417813,1,0,0,0,0,0,0,0,0
13352,6,18-07-2025 10:25,112.7917126,219.6,289.1469055,0,45,10.2,50.32404132,1693521433,1,0,0,0,0,0,0,0,0
17130,6,18-07-2025 10:41,108.0972124,219.6,167.7772159,122.0778547,45,10.2,42.64014526,1693824016,1,0,0,0,0,0,0,0,0
7651,6,18-07-2025 19:58,133.965191,219.6,220.1711471,0,38.88054615,12.2536354,48.41585001,1692888468,1,0,0,0,0,0,0,0,0
2239,6,18-07-2025 09:55,162.4535721,219.6,228.6091029,129.6288545,67.77531969,6.040473773,57.02083483,1692455861,1,0,0,0,0,0,0,0,0
4707,6,18-07-2025 00:01,145.2837985,219.6,294.3441433,106.9889532,65.2620812,8.163470815,16.10980184,1692653325,1,0,0,0,0,0,0,0,0
4981,6,18-07-2025 05:01,230,219.6,190,134.51322,35.74096642,12,51.2311412,1692675163,1,0,0,0,0,0,0,0,0
6648,6,18-07-2025 05:05,230,219.6,190,0,51.06533132,12,12.71937254,1692808428,1,0,0,0,0,0,0,0,0
17756,6,18-07-2025 20:22,230,219.6,250,54.70453841,65.77048017,12,53.44206717,1693874776,1,0,0,0,0,0,0,0,0
1338,6,18-07-2025 09:59,141.7929013,219.6,112.429437,148.2179766,58.37670205,15.61075971,41.63011531,1692383921,1,0,0,0,0,0,0,0,0
3169,6,18-07-2025 08:36,119.9824662,219.6,288.4118923,0,52.27216629,7.377529563,47.27043667,1692530264,1,0,0,0,0,0,0,0,0
12953,6,18-07-2025 15:36,103.5370983,219.6,185.4762763,106.6297912,60.82948,14.98595751,57.64442689,1693489452,1,0,0,0,0,0,0,0,0
18987,6,18-07-2025 05:23,169.679715,219.6,223.4216003,101.2704321,32.80250528,8.514537579,16.98574916,1693974678,1,0,0,0,0,0,0,0,0
18808,6,18-07-2025 05:35,292.3602204,219.6,259.1016185,113.8797662,47.28807302,8.504205327,41.49630531,1693960459,1,0,0,0,0,0,0,0,0
5703,6,18-07-2025 04:58,285.5719325,219.6,266.5574397,78.32913345,34.25935523,7.237907403,57.65721366,1692732764,1,0,0,0,0,0,0,0,0
2009,6,18-07-2025 04:47,220,219.6,225,60,50,11.2,37,1692437441,1,0,0,0,0,0,0,0,0
7790,6,18-07-2025 17:08,220,219.6,225,60,50,11.2,38.5,1692970982,1,0,0,0,0,0,0,0,0
1513,6,18-07-2025 04:46,220,219.6,225,60,50,11.1,43.31920343,1692397841,1,0,0,0,0,0,0,0,0
16414,6,18-07-2025 15:40,220,219.6,225,60,50,11,16.49213223,1693766716,1,0,0,0,0,0,0,0,0
9261,6,18-07-2025 20:15,220,219.6,225,60,50,11.2,36,1693172769,1,0,0,0,0,0,0,0,0
3722,6,18-07-2025 05:06,220,219.6,225,60,50,11.2,36.3,1692574483,1,0,0,0,0,0,0,0,0
17932,6,18-07-2025 10:40,220,219.6,225,60,50,11.1,36.6,1693888815,1,0,0,0,0,0,0,0,0
8122,6,18-07-2025 05:18,220,219.6,225,60,50,11.2,37.2,1693081928,1,0,0,0,0,0,0,0,0
9561,6,18-07-2025 20:20,220,219.6,225,60,50,11.1,37.5,1693194429,1,0,0,0,0,0,0,0,0
18998,6,18-07-2025 20:22,220,219.6,225,60,50,11,38.1,1693975579,1,0,0,0,0,0,0,0,0
14376,6,18-07-2025 00:19,220,219.6,225,60,50,10.9,38.4,1693603573,1,0,0,0,0,0,0,0,0
2831,6,18-07-2025 19:57,220,219.6,225,60,50,10.8,59.66431512,1692503205,1,0,0,0,0,0,0,0,0
10588,6,18-07-2025 20:21,220,219.6,225,60,50,10.7,58.22613737,1693298829,1,0,0,0,0,0,0,0,0
12384,6,18-07-2025 15:23,220,219.6,225,60,50,10.6,36.3,1693442532,1,0,0,0,0,0,0,0,0
16987,6,18-07-2025 00:33,220,219.6,225,60,50,10.5,36.9,1693812496,1,0,0,0,0,0,0,0,0
