last_modified,battery_voltage,input_voltage,output_voltage,input_frequency,max_output_current_percentage,temp,kmeans_anomaly,kmeans_score,failure_kmeans
2025-07-18 20:42:00,13.19501512,299.9394626,146.9453932,49.30253065,126.4830243,18.25668941,1.0,3.9809236395112784,Normal
2025-07-18 10:14:00,12.0,230.0,250.0,49.89422515,0.0,53.0932579,1.0,3.959352000436705,Normal
2025-07-18 09:48:00,12.0,230.0,250.0,62.63046237,149.6996286,44.81264849,1.0,4.005383062059682,Normal
2025-07-18 20:26:00,12.0,230.0,250.0,64.21209389,0.0,14.12492887,1.0,3.6418319145461444,Normal
2025-07-18 00:15:00,12.0,230.0,190.0,60.69320588,0.0,57.26717198,1.0,4.385768735050769,Normal
2025-07-18 05:01:00,12.0,230.0,250.0,39.61757927,7.919074091,13.94337222,1.0,5.227275885798657,Normal
2025-07-18 00:29:00,12.0,230.0,190.0,35.03290368,99.33152201,10.20119318,1.0,5.524908286175513,Normal
2025-07-18 05:23:00,7.793692568,219.4498037,156.694827,36.63755244,114.6734615,26.08623924,1.0,4.376698903278658,Normal
2025-07-18 19:47:00,8.513580715,144.5798099,277.952014,42.06545432,113.7983855,17.68218025,1.0,3.876791015658707,Normal
2025-07-18 10:24:00,6.454986824,290.2682372,119.1404518,68.60139798,0.0,49.39780386,1.0,3.9073483389153574,Normal
2025-07-18 20:33:00,11.2,220.0,225.0,50.0,60.0,19.09205917,1.0,4.173069107721227,Normal
2025-07-18 09:55:00,11.2,220.0,225.0,50.0,60.0,36.0,1.0,3.6759775644861756,Normal
2025-07-18 15:36:00,11.1,220.0,225.0,50.0,60.0,36.6,1.0,3.4388943120840456,Normal
2025-07-18 00:05:00,11.0,220.0,225.0,50.0,60.0,37.2,1.0,2.9225534919442695,Normal
2025-07-18 10:14:00,10.9,220.0,225.0,50.0,60.0,38.1,1.0,3.286828959036729,Normal
2025-07-18 00:19:00,10.8,220.0,225.0,50.0,60.0,16.08701314,1.0,3.4229812244675415,Normal
2025-07-18 00:33:00,10.7,220.0,225.0,50.0,60.0,36.0,1.0,3.8993481656584477,Normal
2025-07-18 20:29:00,10.6,220.0,225.0,50.0,60.0,36.3,1.0,4.842745495259633,Normal
2025-07-18 05:16:00,10.5,220.0,225.0,50.0,60.0,36.9,-1.0,7.66252132830993,Unknown Anomaly
2025-07-18 04:50:00,10.4,220.0,225.0,50.0,60.0,37.8,1.0,3.720462096308111,Normal
2025-07-18 17:48:00,10.3,220.0,225.0,50.0,60.0,46.00974664,1.0,4.957445734203784,Normal
2025-07-18 16:06:00,10.4,220.0,225.0,50.0,60.0,50.73215473,1.0,3.0289681260295223,Normal
2025-07-18 07:55:00,10.3,220.0,225.0,50.0,60.0,36.0,1.0,3.0298363810908033,Normal
2025-07-18 05:23:00,11.5,230.0,220.0,42.36015014,60.0,37.0,-1.0,7.129618718037729,Fan Failure
2025-07-18 00:29:00,11.5,230.0,220.0,55.39378757,60.0,38.0,1.0,4.300702628113462,Normal
2025-07-18 15:21:00,11.5,230.0,220.0,67.92228626,60.0,39.0,-1.0,6.125193313263733,Fan Failure
2025-07-18 19:55:00,10.2,130.0073281,177.828077,55.5,28.80866806,45.27281611,-1.0,7.554580520285658,Unknown Anomaly
2025-07-18 00:20:00,10.2,280.7278678,255.2326384,45.0,110.0663187,47.08789332,-1.0,6.1276315938248045,Unknown Anomaly
2025-07-18 00:18:00,11.2,220.0,225.0,50.0,60.0,40.87919803,-1.0,6.214995290116936,Unknown Anomaly
2025-07-18 14:51:00,11.1,220.0,225.0,50.0,60.0,19.42640633,1.0,5.516765021525944,Normal
2025-07-18 20:15:00,11.0,220.0,225.0,50.0,60.0,59.50125582,1.0,5.032811631599604,Normal
2025-07-18 04:52:00,10.9,220.0,225.0,50.0,60.0,18.01131806,1.0,4.563597629865724,Normal
2025-07-18 15:34:00,10.8,220.0,225.0,50.0,60.0,44.10100871,1.0,4.531321563730485,Normal
2025-07-18 20:33:00,10.7,220.0,225.0,50.0,60.0,13.75708107,1.0,4.4178430154667,Normal
2025-07-18 04:51:00,10.6,220.0,225.0,50.0,60.0,11.88105122,1.0,4.447264138272642,Normal
2025-07-18 15:14:00,10.5,220.0,225.0,50.0,60.0,36.0,1.0,3.9115898637953554,Normal
2025-07-18 15:35:00,11.2,220.0,225.0,50.0,60.0,36.3,-1.0,7.1940571886648685,Fan Failure
2025-07-18 04:51:00,11.1,220.0,225.0,50.0,60.0,36.6,1.0,1.7465976063437536,Normal
2025-07-18 00:36:00,11.2,220.0,225.0,50.0,60.0,37.5,1.0,1.736852841725805,Normal
2025-07-18 09:52:00,11.1,220.0,225.0,50.0,60.0,38.7,1.0,1.5466811846710913,Normal
2025-07-18 15:32:00,11.0,220.0,225.0,50.0,60.0,16.20482921,1.0,2.3554811398034667,Normal
2025-07-18 05:28:00,10.9,220.0,225.0,50.0,60.0,46.71638796,1.0,1.8381087623225358,Normal
2025-07-18 15:28:00,10.8,220.0,225.0,50.0,60.0,56.05893067,1.0,1.2827616882596728,Normal
2025-07-18 04:59:00,10.7,220.0,225.0,50.0,60.0,48.5651631,1.0,1.4847297102881372,Normal
2025-07-18 15:20:00,10.6,220.0,225.0,50.0,60.0,36.0,1.0,1.9941527014870852,Normal
2025-07-18 15:18:00,10.5,220.0,225.0,50.0,60.0,36.6,1.0,2.032844199785156,Normal
2025-07-18 19:58:00,10.4,220.0,225.0,50.0,60.0,37.5,1.0,2.1085313219118755,Normal
2025-07-18 00:31:00,11.2,220.0,225.0,50.0,60.0,38.4,1.0,2.233785215635013,Normal
2025-07-18 15:36:00,11.1,220.0,225.0,50.0,60.0,38.7,1.0,2.324958905554764,Normal
2025-07-18 19:47:00,11.0,220.0,225.0,50.0,60.0,48.61847213,1.0,2.399453917373785,Normal
2025-07-18 19:54:00,10.9,220.0,225.0,50.0,60.0,52.7916211,1.0,4.261836865416778,Normal
2025-07-18 05:21:00,10.8,220.0,225.0,50.0,60.0,11.85848779,1.0,2.7050996583980247,Normal
2025-07-18 04:59:00,10.7,220.0,225.0,50.0,60.0,12.77324735,1.0,1.645240098997661,Normal
2025-07-18 20:09:00,10.6,220.0,225.0,50.0,60.0,40.81909777,1.0,1.6212529563124516,Normal
2025-07-18 05:32:00,10.5,220.0,225.0,50.0,60.0,55.71033145,1.0,1.8248465215316927,Normal
2025-07-18 15:26:00,10.4,220.0,225.0,50.0,60.0,11.40401615,1.0,1.913008416832345,Normal
2025-07-18 19:52:00,10.3,220.0,225.0,50.0,60.0,54.8315536,1.0,2.2431825701868964,Normal
2025-07-18 00:03:00,10.3,220.0,225.0,50.0,60.0,49.87128204,1.0,2.7515470688263672,Normal
2025-07-18 05:32:00,10.3,220.0,225.0,50.0,60.0,57.78060212,1.0,3.483861782339733,Normal
2025-07-18 20:23:00,14.57008891,277.8433509,298.5626692,61.7125913,121.7675797,11.70044469,-1.0,8.069742167291484,Unknown Anomaly
2025-07-18 15:09:00,8.208062378,138.8695694,254.0280697,42.44493111,101.5888627,43.53660371,1.0,5.739431432814037,Normal
2025-07-18 14:57:00,11.0,220.0,101.9893285,58.21624441,60.0,57.68417941,1.0,5.547015812061649,Normal
2025-07-18 20:23:00,10.75,220.0,103.6219884,65.34604631,60.0,59.62975183,-1.0,6.060568241596509,Output Voltage Issue
2025-07-18 21:55:00,10.7,220.0,216.6172703,41.64796115,60.0,13.87691858,1.0,5.753136243981588,Normal
2025-07-18 11:43:00,10.65,220.0,101.0685071,58.50894182,60.0,31.69788932,1.0,5.5887075053123345,Normal
2025-07-18 05:06:00,11.2,220.0,225.0,50.0,60.0,46.67668829,1.0,5.566603993222654,Normal
2025-07-18 10:20:00,11.2,220.0,225.0,50.0,60.0,33.60425659,1.0,5.2151997966311665,Normal
2025-07-18 05:32:00,11.2,220.0,225.0,50.0,60.0,19.98748021,1.0,4.964536147399389,Normal
2025-07-18 05:18:00,11.1,220.0,225.0,50.0,60.0,38.0,1.0,4.8161678852448375,Normal
2025-07-18 15:18:00,11.0,220.0,225.0,50.0,60.0,39.5,-1.0,7.428060560724489,Fan Failure
2025-07-18 04:51:00,10.9,220.0,225.0,50.0,60.0,41.64883994,1.0,5.70798157412256,Normal
2025-07-18 00:00:00,10.8,220.0,225.0,50.0,60.0,36.3,1.0,5.182592274023328,Normal
2025-07-18 05:32:00,10.7,220.0,225.0,50.0,60.0,36.6,1.0,5.692302337003148,Normal
2025-07-18 05:08:00,10.6,220.0,225.0,50.0,60.0,37.8,-1.0,7.118063366785531,Unknown Anomaly
2025-07-18 10:29:00,11.2,220.0,225.0,50.0,60.0,38.1,1.0,3.8374134750629274,Normal
2025-07-18 14:56:00,11.1,220.0,225.0,50.0,60.0,38.4,1.0,5.7293758083949085,Normal
2025-07-18 00:32:00,11.0,220.0,225.0,50.0,60.0,38.7,-1.0,6.556299902142747,Fan Failure
2025-07-18 04:52:00,10.9,220.0,225.0,50.0,60.0,45.44966595,1.0,5.1392972002998665,Normal
2025-07-18 15:20:00,10.8,220.0,225.0,50.0,60.0,44.97642949,1.0,4.489036986300325,Normal
2025-07-18 10:16:00,10.7,220.0,225.0,50.0,60.0,16.96869593,1.0,4.798214873191134,Normal
2025-07-18 05:17:00,10.6,220.0,225.0,50.0,60.0,12.4831107,1.0,2.538532277054786,Normal
2025-07-18 20:44:00,10.5,220.0,225.0,50.0,60.0,48.94182921,1.0,2.110199617459994,Normal
2025-07-18 05:22:00,10.4,220.0,225.0,50.0,60.0,36.3,1.0,2.0595741380945842,Normal
2025-07-18 15:21:00,10.3,220.0,225.0,50.0,60.0,36.9,1.0,2.0097879938015177,Normal
2025-07-18 10:29:00,11.8,153.8711965,272.4567609,36.21769735,94.0,37.2,-1.0,7.171866237576934,Unknown Anomaly
2025-07-18 10:35:00,11.8,121.1004328,277.2184113,32.49524239,96.0,37.8,-1.0,6.139977755593325,Unknown Anomaly
2025-07-18 10:36:00,15.24156082,156.7755146,159.8379154,36.35070692,98.14361321,32.7388807,-1.0,6.014779631061224,Unknown Anomaly
2025-07-18 10:31:00,7.514417392,163.031499,237.3075714,42.10987822,149.8083284,46.64548515,1.0,5.454926945432824,Normal
2025-07-18 14:58:00,14.72580359,168.5624083,163.4452056,60.53906874,132.3552444,46.67452981,1.0,5.091776841844359,Normal
2025-07-18 09:54:00,10.95,220.0,199.3068843,36.58912031,60.0,15.81590413,1.0,5.238215622388891,Normal
2025-07-18 15:17:00,10.9,220.0,255.1041516,51.86916153,60.0,10.06552928,1.0,5.281502496619238,Normal
2025-07-18 05:02:00,10.8,220.0,185.8318161,63.07085542,60.0,10.33237632,1.0,5.049873840066454,Normal
2025-07-18 00:04:00,10.7,220.0,121.8276205,67.63773275,60.0,14.28417522,1.0,5.076650234615465,Normal
2025-07-18 00:30:00,10.65,220.0,193.347191,39.2876364,60.0,28.53461732,1.0,5.773388821669291,Normal
2025-07-18 10:32:00,10.6,220.0,277.9716142,56.48479578,60.0,14.68083639,1.0,5.165315515013112,Normal
2025-07-18 20:35:00,10.55,220.0,239.4913356,57.37376546,60.0,25.38437344,1.0,5.510658813096221,Normal
2025-07-18 10:25:00,10.2,112.7917126,289.1469055,45.0,0.0,50.32404132,1.0,4.4941433202071135,Normal
2025-07-18 10:41:00,10.2,108.0972124,167.7772159,45.0,122.0778547,42.64014526,-1.0,6.109239437091713,Input Frequency Fault
2025-07-18 19:58:00,12.2536354,133.965191,220.1711471,38.88054615,0.0,48.41585001,1.0,4.860461651635216,Normal
2025-07-18 09:55:00,6.040473773,162.4535721,228.6091029,67.77531969,129.6288545,57.02083483,1.0,5.264389704576575,Normal
2025-07-18 00:01:00,8.163470815,145.2837985,294.3441433,65.2620812,106.9889532,16.10980184,1.0,4.590305103331567,Normal
2025-07-18 05:01:00,12.0,230.0,190.0,35.74096642,134.51322,51.2311412,1.0,4.002870592032725,Normal
2025-07-18 05:05:00,12.0,230.0,190.0,51.06533132,0.0,12.71937254,1.0,4.186970021468268,Normal
2025-07-18 20:22:00,12.0,230.0,250.0,65.77048017,54.70453841,53.44206717,1.0,4.71061527383158,Normal
2025-07-18 09:59:00,15.61075971,141.7929013,112.429437,58.37670205,148.2179766,41.63011531,1.0,4.773360050740737,Normal
2025-07-18 08:36:00,7.377529563,119.9824662,288.4118923,52.27216629,0.0,47.27043667,1.0,5.735258547615867,Normal
2025-07-18 15:36:00,14.98595751,103.5370983,185.4762763,60.82948,106.6297912,57.64442689,-1.0,6.291635292770867,Unknown Anomaly
2025-07-18 05:23:00,8.514537579,169.679715,223.4216003,32.80250528,101.2704321,16.98574916,1.0,5.595848981483468,Normal
2025-07-18 05:35:00,8.504205327,292.3602204,259.1016185,47.28807302,113.8797662,41.49630531,1.0,5.2586090169118025,Normal
2025-07-18 04:58:00,7.237907403,285.5719325,266.5574397,34.25935523,78.32913345,57.65721366,1.0,4.414928453605756,Normal
2025-07-18 04:47:00,11.2,220.0,225.0,50.0,60.0,37.0,1.0,3.479483929932379,Normal
2025-07-18 17:08:00,11.2,220.0,225.0,50.0,60.0,38.5,1.0,2.774957073170764,Normal
2025-07-18 04:46:00,11.1,220.0,225.0,50.0,60.0,43.31920343,1.0,3.879099013274223,Normal
2025-07-18 15:40:00,11.0,220.0,225.0,50.0,60.0,16.49213223,1.0,3.559992646646317,Normal
2025-07-18 20:15:00,11.2,220.0,225.0,50.0,60.0,36.0,1.0,3.8051139381272616,Normal
2025-07-18 05:06:00,11.2,220.0,225.0,50.0,60.0,36.3,1.0,4.001033455178138,Normal
2025-07-18 10:40:00,11.1,220.0,225.0,50.0,60.0,36.6,-1.0,5.936167895948278,Fan Failure
2025-07-18 05:18:00,11.2,220.0,225.0,50.0,60.0,37.2,-1.0,7.015905360592245,Fan Failure
2025-07-18 20:20:00,11.1,220.0,225.0,50.0,60.0,37.5,-1.0,8.18596548786959,Fan Failure
2025-07-18 20:22:00,11.0,220.0,225.0,50.0,60.0,38.1,-1.0,6.051484927473313,Fan Failure
2025-07-18 00:19:00,10.9,220.0,225.0,50.0,60.0,38.4,-1.0,6.0772728686579285,Unknown Anomaly
2025-07-18 19:57:00,10.8,220.0,225.0,50.0,60.0,59.66431512,1.0,2.809442651831,Normal
2025-07-18 20:21:00,10.7,220.0,225.0,50.0,60.0,58.22613737,1.0,2.059415240818856,Normal
2025-07-18 15:23:00,10.6,220.0,225.0,50.0,60.0,36.3,1.0,4.507828674044936,Normal
2025-07-18 00:33:00,10.5,220.0,225.0,50.0,60.0,36.9,1.0,4.528861609831265,Normal
2025-07-18 15:41:00,10.4,220.0,225.0,50.0,60.0,38.4,1.0,4.5476417373073055,Normal
2025-07-18 09:22:00,10.3,220.0,225.0,50.0,60.0,38.7,1.0,4.580041134257701,Normal
2025-07-18 00:29:00,10.5,220.0,225.0,50.0,60.0,55.09688244,1.0,4.340793604217135,Normal
2025-07-18 00:32:00,10.4,220.0,225.0,50.0,60.0,40.82246833,1.0,4.407955017146342,Normal
2025-07-18 10:23:00,10.3,220.0,225.0,50.0,60.0,49.52895513,1.0,4.517731724050153,Normal
2025-07-18 05:22:00,10.4,220.0,225.0,50.0,60.0,37.2,1.0,4.5521924059632815,Normal
2025-07-18 15:14:00,10.3,220.0,225.0,50.0,60.0,37.8,1.0,4.4418186003813425,Normal
2025-07-18 20:03:00,10.3,220.0,225.0,50.0,60.0,38.1,1.0,4.842349815883069,Normal
2025-07-18 15:37:00,10.3,270.0,253.4837467,60.66781243,109.1485009,54.33729869,-1.0,8.427229421402322,Unknown Anomaly
2025-07-18 07:43:00,10.3,160.0,298.6701505,69.50475887,103.9754682,11.9031968,-1.0,6.686936590596594,Unknown Anomaly
2025-07-18 15:36:00,11.80438608,273.8934478,298.5527129,68.52953161,92.56226935,11.9391886,-1.0,7.23595612723342,Unknown Anomaly
2025-07-18 20:09:00,7.24978744,150.4402419,279.9717665,38.86499793,0.0,41.45115376,1.0,5.594099463284019,Normal
2025-07-18 20:02:00,11.0,220.0,102.2605876,34.33217407,60.0,34.84877913,1.0,4.602158896606432,Normal
2025-07-18 00:20:00,10.95,220.0,210.0842996,34.59385001,60.0,54.59232833,1.0,4.376745619673349,Normal
2025-07-18 05:33:00,10.9,220.0,181.9328649,60.38135147,60.0,58.96664445,1.0,4.403065988897639,Normal
2025-07-18 05:30:00,10.85,220.0,296.8727508,67.97716497,60.0,25.71010278,1.0,4.857012269436756,Normal
2025-07-18 14:57:00,10.65,220.0,251.3064668,42.54919435,60.0,32.31267385,1.0,5.185229732288973,Normal
2025-07-18 15:22:00,10.55,220.0,141.4251916,56.55635257,60.0,31.03214885,1.0,5.281559927304176,Normal
2025-07-18 09:47:00,8.107358017,161.5855265,255.7176227,61.36015366,0.0,47.74401155,1.0,4.63542102130704,Normal
2025-07-18 17:10:00,10.2,103.0579669,293.4412614,45.0,0.0,58.62784274,1.0,4.60958455663371,Normal
2025-07-18 14:51:00,15.37583142,110.2618889,140.2623487,36.64748304,102.9598158,16.10702178,1.0,4.418141086447485,Normal
2025-07-18 05:23:00,11.5,230.0,220.0,62.03218063,60.0,39.5,1.0,4.158213509279208,Normal
2025-07-18 05:13:00,11.5,230.0,220.0,57.97153488,60.0,40.0,1.0,3.9958756669707256,Normal
2025-07-18 15:02:00,11.5,230.0,220.0,38.93566908,60.0,40.5,1.0,3.8704164918778585,Normal
2025-07-18 04:51:00,10.2,166.8180124,212.0710651,45.0,0.0,34.24633123,1.0,3.958526287760548,Normal
2025-07-18 20:26:00,10.2,159.3394473,212.200944,45.0,68.77528747,52.57881959,1.0,4.333262152218239,Normal
2025-07-18 15:35:00,10.2,287.7585325,265.1094337,45.0,136.1204236,10.47478112,1.0,3.648356511835827,Normal
2025-07-18 00:23:00,10.2,281.2956547,295.7267804,55.5,133.1053617,58.33422495,1.0,4.012435391730806,Normal
2025-07-18 00:10:00,7.059230752,147.2898313,257.8250267,47.56662931,0.0,48.77175563,1.0,3.9231420770994596,Normal
2025-07-18 04:54:00,11.5,230.0,220.0,38.49466823,60.0,37.0,1.0,3.098217294246213,Normal
2025-07-18 20:21:00,11.5,230.0,220.0,65.11173467,60.0,39.5,1.0,5.201141376185856,Normal
2025-07-18 20:29:00,10.2,125.6210047,169.359468,55.5,0.0,29.0159104,1.0,4.284719722330094,Normal
2025-07-18 04:59:00,10.2,127.3842542,228.4831156,45.0,0.0,19.5488835,1.0,4.32095026313259,Normal
2025-07-18 05:37:00,10.3,270.0,274.8931064,60.11718022,41.98595699,14.0162202,1.0,4.339336729001814,Normal
