last_modified,battery_voltage,input_voltage,output_voltage,input_frequency,max_output_current_percentage,temp,iso_anomaly,iso_score,failure_iso
2025-07-18 00:19:00,15.23353674,160.9093298,277.2560207,40.93098819,90.4510941,47.916249,1.0,0.049053462114982904,Normal
2025-07-18 10:27:00,6.47005629,290.6704386,154.8480892,33.18035151,148.3255644,52.81920732,1.0,0.08874477529125413,Normal
2025-07-18 00:30:00,11.2,220.0,225.0,50.0,60.0,47.97060177,1.0,0.0846841828268034,Normal
2025-07-18 15:03:00,11.2,220.0,225.0,50.0,60.0,14.61934174,1.0,0.0869060002865712,Normal
2025-07-18 00:23:00,11.1,220.0,225.0,50.0,60.0,31.39978026,1.0,0.08469128917822238,Normal
2025-07-18 05:09:00,11.0,220.0,225.0,50.0,60.0,19.95600052,1.0,0.08661744266017202,Normal
2025-07-18 05:18:00,10.9,220.0,225.0,50.0,60.0,15.53897128,1.0,0.07793638536687836,Normal
2025-07-18 05:01:00,10.8,220.0,225.0,50.0,60.0,27.84612774,1.0,0.07104290918328837,Normal
2025-07-18 20:35:00,10.7,220.0,225.0,50.0,60.0,29.09474106,1.0,0.052246832086474904,Normal
2025-07-18 20:30:00,10.6,220.0,225.0,50.0,60.0,57.415581,-1.0,-0.006717094163859183,Unknown Anomaly
2025-07-18 05:30:00,10.5,220.0,225.0,50.0,60.0,13.76194563,-1.0,-0.0747177595058372,Unknown Anomaly
2025-07-18 00:31:00,10.4,220.0,225.0,50.0,60.0,41.52211938,1.0,0.09144929318069744,Normal
2025-07-18 19:45:00,10.3,220.0,225.0,50.0,60.0,18.55631723,1.0,0.07329666367726695,Normal
2025-07-18 05:25:00,7.121855301,138.3860095,178.3575899,30.90460051,0.0,48.62563399,-1.0,-0.06879462034076295,Battery Degradation
2025-07-18 19:57:00,8.350237355,133.9156223,153.6786004,66.46521406,0.0,48.62060766,1.0,0.02067695704201844,Normal
2025-07-18 10:22:00,6.550137149,168.8714334,151.3698785,47.06742102,67.63605956,54.42293436,1.0,0.023729228962150795,Normal
2025-07-18 20:42:00,13.19501512,299.9394626,146.9453932,49.30253065,126.4830243,18.25668941,1.0,0.049066314252341925,Normal
2025-07-18 10:14:00,12.0,230.0,250.0,49.89422515,0.0,53.0932579,1.0,0.0424430476686356,Normal
2025-07-18 09:48:00,12.0,230.0,250.0,62.63046237,149.6996286,44.81264849,1.0,0.06367888074665295,Normal
2025-07-18 20:26:00,12.0,230.0,250.0,64.21209389,0.0,14.12492887,1.0,0.07186943148398223,Normal
2025-07-18 00:15:00,12.0,230.0,190.0,60.69320588,0.0,57.26717198,1.0,0.050088658825675425,Normal
2025-07-18 05:01:00,12.0,230.0,250.0,39.61757927,7.919074091,13.94337222,1.0,0.045601442086552924,Normal
2025-07-18 00:29:00,12.0,230.0,190.0,35.03290368,99.33152201,10.20119318,1.0,0.025352087574170623,Normal
2025-07-18 05:23:00,7.793692568,219.4498037,156.694827,36.63755244,114.6734615,26.08623924,1.0,0.044589984396850524,Normal
2025-07-18 19:47:00,8.513580715,144.5798099,277.952014,42.06545432,113.7983855,17.68218025,1.0,0.06287331498739612,Normal
2025-07-18 10:24:00,6.454986824,290.2682372,119.1404518,68.60139798,0.0,49.39780386,1.0,0.05177379976525348,Normal
2025-07-18 20:33:00,11.2,220.0,225.0,50.0,60.0,19.09205917,1.0,0.046029610289925416,Normal
2025-07-18 09:55:00,11.2,220.0,225.0,50.0,60.0,36.0,1.0,0.05950579459819316,Normal
2025-07-18 15:36:00,11.1,220.0,225.0,50.0,60.0,36.6,1.0,0.0632779245105401,Normal
2025-07-18 00:05:00,11.0,220.0,225.0,50.0,60.0,37.2,1.0,0.07561091453439839,Normal
2025-07-18 10:14:00,10.9,220.0,225.0,50.0,60.0,38.1,1.0,0.07846201429034744,Normal
2025-07-18 00:19:00,10.8,220.0,225.0,50.0,60.0,16.08701314,1.0,0.07609728163641843,Normal
2025-07-18 00:33:00,10.7,220.0,225.0,50.0,60.0,36.0,1.0,0.054291353578857116,Normal
2025-07-18 20:29:00,10.6,220.0,225.0,50.0,60.0,36.3,1.0,0.021610062526472407,Normal
2025-07-18 05:16:00,10.5,220.0,225.0,50.0,60.0,36.9,-1.0,-0.08135208446586356,Unknown Anomaly
2025-07-18 04:50:00,10.4,220.0,225.0,50.0,60.0,37.8,1.0,0.055522180479023076,Normal
2025-07-18 17:48:00,10.3,220.0,225.0,50.0,60.0,46.00974664,1.0,0.04323483774919107,Normal
2025-07-18 16:06:00,10.4,220.0,225.0,50.0,60.0,50.73215473,1.0,0.06544741133847198,Normal
2025-07-18 07:55:00,10.3,220.0,225.0,50.0,60.0,36.0,1.0,0.06395958357227627,Normal
2025-07-18 05:23:00,11.5,230.0,220.0,42.36015014,60.0,37.0,-1.0,-0.023389266970328226,Fan Failure
2025-07-18 00:29:00,11.5,230.0,220.0,55.39378757,60.0,38.0,1.0,0.0026463894505288077,Normal
2025-07-18 15:21:00,11.5,230.0,220.0,67.92228626,60.0,39.0,-1.0,-0.02647379063601568,Fan Failure
2025-07-18 19:55:00,10.2,130.0073281,177.828077,55.5,28.80866806,45.27281611,-1.0,-0.06371620120057603,Unknown Anomaly
2025-07-18 00:20:00,10.2,280.7278678,255.2326384,45.0,110.0663187,47.08789332,-1.0,-0.017547462303083183,Unknown Anomaly
2025-07-18 00:18:00,11.2,220.0,225.0,50.0,60.0,40.87919803,-1.0,-0.016682054024141524,Unknown Anomaly
2025-07-18 14:51:00,11.1,220.0,225.0,50.0,60.0,19.42640633,1.0,0.009067803076684089,Normal
2025-07-18 20:15:00,11.0,220.0,225.0,50.0,60.0,59.50125582,1.0,0.013562485465998253,Normal
2025-07-18 04:52:00,10.9,220.0,225.0,50.0,60.0,18.01131806,1.0,0.023936549013614694,Normal
2025-07-18 15:34:00,10.8,220.0,225.0,50.0,60.0,44.10100871,1.0,0.027134912015296553,Normal
2025-07-18 20:33:00,10.7,220.0,225.0,50.0,60.0,13.75708107,1.0,0.016340921067171166,Normal
2025-07-18 04:51:00,10.6,220.0,225.0,50.0,60.0,11.88105122,1.0,0.01758355862981692,Normal
2025-07-18 15:14:00,10.5,220.0,225.0,50.0,60.0,36.0,1.0,0.016892849167017165,Normal
2025-07-18 15:35:00,11.2,220.0,225.0,50.0,60.0,36.3,-1.0,-0.050819336957557526,Fan Failure
2025-07-18 04:51:00,11.1,220.0,225.0,50.0,60.0,36.6,1.0,0.09172801315698859,Normal
2025-07-18 00:36:00,11.2,220.0,225.0,50.0,60.0,37.5,1.0,0.09172801315698859,Normal
2025-07-18 09:52:00,11.1,220.0,225.0,50.0,60.0,38.7,1.0,0.09274440404284623,Normal
2025-07-18 15:32:00,11.0,220.0,225.0,50.0,60.0,16.20482921,1.0,0.08475642492569202,Normal
2025-07-18 05:28:00,10.9,220.0,225.0,50.0,60.0,46.71638796,1.0,0.09067710530485262,Normal
2025-07-18 15:28:00,10.8,220.0,225.0,50.0,60.0,56.05893067,1.0,0.09623410597657472,Normal
2025-07-18 04:59:00,10.7,220.0,225.0,50.0,60.0,48.5651631,1.0,0.09448956799912389,Normal
2025-07-18 15:20:00,10.6,220.0,225.0,50.0,60.0,36.0,1.0,0.08721871541933773,Normal
2025-07-18 15:18:00,10.5,220.0,225.0,50.0,60.0,36.6,1.0,0.08721871541933773,Normal
2025-07-18 19:58:00,10.4,220.0,225.0,50.0,60.0,37.5,1.0,0.08729453526065228,Normal
2025-07-18 00:31:00,11.2,220.0,225.0,50.0,60.0,38.4,1.0,0.08560904790376783,Normal
2025-07-18 15:36:00,11.1,220.0,225.0,50.0,60.0,38.7,1.0,0.08352294099118085,Normal
2025-07-18 19:47:00,11.0,220.0,225.0,50.0,60.0,48.61847213,1.0,0.08313015831231424,Normal
2025-07-18 19:54:00,10.9,220.0,225.0,50.0,60.0,52.7916211,1.0,0.04544175894038427,Normal
2025-07-18 05:21:00,10.8,220.0,225.0,50.0,60.0,11.85848779,1.0,0.0788265851824817,Normal
2025-07-18 04:59:00,10.7,220.0,225.0,50.0,60.0,12.77324735,1.0,0.08930114085090501,Normal
2025-07-18 20:09:00,10.6,220.0,225.0,50.0,60.0,40.81909777,1.0,0.0889054250962501,Normal
2025-07-18 05:32:00,10.5,220.0,225.0,50.0,60.0,55.71033145,1.0,0.09110569291457327,Normal
2025-07-18 15:26:00,10.4,220.0,225.0,50.0,60.0,11.40401615,1.0,0.0901923543641232,Normal
2025-07-18 19:52:00,10.3,220.0,225.0,50.0,60.0,54.8315536,1.0,0.08713469730643464,Normal
2025-07-18 00:03:00,10.3,220.0,225.0,50.0,60.0,49.87128204,1.0,0.07957960180541984,Normal
2025-07-18 05:32:00,10.3,220.0,225.0,50.0,60.0,57.78060212,1.0,0.0765014539249787,Normal
2025-07-18 20:23:00,14.57008891,277.8433509,298.5626692,61.7125913,121.7675797,11.70044469,-1.0,-0.08237702731189439,Unknown Anomaly
2025-07-18 15:09:00,8.208062378,138.8695694,254.0280697,42.44493111,101.5888627,43.53660371,-1.0,-0.017363063741036355,Unknown Anomaly
2025-07-18 14:57:00,11.0,220.0,101.9893285,58.21624441,60.0,57.68417941,1.0,0.00027325888284707167,Normal
2025-07-18 20:23:00,10.75,220.0,103.6219884,65.34604631,60.0,59.62975183,-1.0,-0.012522180272216965,Output Voltage Issue
2025-07-18 21:55:00,10.7,220.0,216.6172703,41.64796115,60.0,13.87691858,-1.0,-0.0006461024932830628,Unknown Anomaly
2025-07-18 11:43:00,10.65,220.0,101.0685071,58.50894182,60.0,31.69788932,-1.0,-0.0006761615973389645,Unknown Anomaly
2025-07-18 05:06:00,11.2,220.0,225.0,50.0,60.0,46.67668829,-1.0,-0.008138914232467598,Fan Failure
2025-07-18 10:20:00,11.2,220.0,225.0,50.0,60.0,33.60425659,1.0,0.010088997068634309,Normal
2025-07-18 05:32:00,11.2,220.0,225.0,50.0,60.0,19.98748021,1.0,0.01712922000123801,Normal
2025-07-18 05:18:00,11.1,220.0,225.0,50.0,60.0,38.0,1.0,0.017638435422886956,Normal
2025-07-18 15:18:00,11.0,220.0,225.0,50.0,60.0,39.5,-1.0,-0.04497676732083994,Fan Failure
2025-07-18 04:51:00,10.9,220.0,225.0,50.0,60.0,41.64883994,1.0,0.01810012226700386,Normal
2025-07-18 00:00:00,10.8,220.0,225.0,50.0,60.0,36.3,1.0,0.016328799462516752,Normal
2025-07-18 05:32:00,10.7,220.0,225.0,50.0,60.0,36.6,-1.0,-0.0026482476502088237,Unknown Anomaly
2025-07-18 05:08:00,10.6,220.0,225.0,50.0,60.0,37.8,-1.0,-0.03175192188317583,Unknown Anomaly
2025-07-18 10:29:00,11.2,220.0,225.0,50.0,60.0,38.1,1.0,0.042067650099922305,Normal
2025-07-18 14:56:00,11.1,220.0,225.0,50.0,60.0,38.4,1.0,0.027363064418300498,Normal
2025-07-18 00:32:00,11.0,220.0,225.0,50.0,60.0,38.7,1.0,0.01237746906179743,Normal
2025-07-18 04:52:00,10.9,220.0,225.0,50.0,60.0,45.44966595,1.0,0.024062502489329562,Normal
2025-07-18 15:20:00,10.8,220.0,225.0,50.0,60.0,44.97642949,1.0,0.03958377891643006,Normal
2025-07-18 10:16:00,10.7,220.0,225.0,50.0,60.0,16.96869593,1.0,0.03589559563924133,Normal
2025-07-18 05:17:00,10.6,220.0,225.0,50.0,60.0,12.4831107,1.0,0.078889511956108,Normal
2025-07-18 20:44:00,10.5,220.0,225.0,50.0,60.0,48.94182921,1.0,0.08254146072175444,Normal
2025-07-18 05:22:00,10.4,220.0,225.0,50.0,60.0,36.3,1.0,0.08547234629889638,Normal
2025-07-18 15:21:00,10.3,220.0,225.0,50.0,60.0,36.9,1.0,0.0874899270455598,Normal
2025-07-18 10:29:00,11.8,153.8711965,272.4567609,36.21769735,94.0,37.2,-1.0,-0.05327609750441192,Unknown Anomaly
2025-07-18 10:35:00,11.8,121.1004328,277.2184113,32.49524239,96.0,37.8,-1.0,-0.009178375163340191,Unknown Anomaly
2025-07-18 10:36:00,15.24156082,156.7755146,159.8379154,36.35070692,98.14361321,32.7388807,-1.0,-0.01576601563596941,Unknown Anomaly
2025-07-18 10:31:00,7.514417392,163.031499,237.3075714,42.10987822,149.8083284,46.64548515,-1.0,-0.008425025578301326,Unknown Anomaly
2025-07-18 14:58:00,14.72580359,168.5624083,163.4452056,60.53906874,132.3552444,46.67452981,1.0,0.024543484363930446,Normal
2025-07-18 09:54:00,10.95,220.0,199.3068843,36.58912031,60.0,15.81590413,1.0,0.018128251259655614,Normal
2025-07-18 15:17:00,10.9,220.0,255.1041516,51.86916153,60.0,10.06552928,1.0,0.023056881534881557,Normal
2025-07-18 05:02:00,10.8,220.0,185.8318161,63.07085542,60.0,10.33237632,1.0,0.025690192890484076,Normal
2025-07-18 00:04:00,10.7,220.0,121.8276205,67.63773275,60.0,14.28417522,1.0,0.01658590858513731,Normal
2025-07-18 00:30:00,10.65,220.0,193.347191,39.2876364,60.0,28.53461732,1.0,0.000747350549156367,Normal
2025-07-18 10:32:00,10.6,220.0,277.9716142,56.48479578,60.0,14.68083639,1.0,0.02131177140596524,Normal
2025-07-18 20:35:00,10.55,220.0,239.4913356,57.37376546,60.0,25.38437344,1.0,0.0121799183833321,Normal
2025-07-18 10:25:00,10.2,112.7917126,289.1469055,45.0,0.0,50.32404132,1.0,0.04210823487408111,Normal
2025-07-18 10:41:00,10.2,108.0972124,167.7772159,45.0,122.0778547,42.64014526,-1.0,-0.004763659080046001,Input Frequency Fault
2025-07-18 19:58:00,12.2536354,133.965191,220.1711471,38.88054615,0.0,48.41585001,1.0,0.03451709912675727,Normal
2025-07-18 09:55:00,6.040473773,162.4535721,228.6091029,67.77531969,129.6288545,57.02083483,1.0,0.03136921947286625,Normal
2025-07-18 00:01:00,8.163470815,145.2837985,294.3441433,65.2620812,106.9889532,16.10980184,1.0,0.03649591539988545,Normal
2025-07-18 05:01:00,12.0,230.0,190.0,35.74096642,134.51322,51.2311412,1.0,0.0560435542617142,Normal
2025-07-18 05:05:00,12.0,230.0,190.0,51.06533132,0.0,12.71937254,1.0,0.05710907459714487,Normal
2025-07-18 20:22:00,12.0,230.0,250.0,65.77048017,54.70453841,53.44206717,1.0,0.04143977989232084,Normal
2025-07-18 09:59:00,15.61075971,141.7929013,112.429437,58.37670205,148.2179766,41.63011531,1.0,0.044226948509558606,Normal
2025-07-18 08:36:00,7.377529563,119.9824662,288.4118923,52.27216629,0.0,47.27043667,1.0,0.028355419001262094,Normal
2025-07-18 15:36:00,14.98595751,103.5370983,185.4762763,60.82948,106.6297912,57.64442689,-1.0,-0.00382069383894007,Unknown Anomaly
2025-07-18 05:23:00,8.514537579,169.679715,223.4216003,32.80250528,101.2704321,16.98574916,1.0,0.024566930850989266,Normal
2025-07-18 05:35:00,8.504205327,292.3602204,259.1016185,47.28807302,113.8797662,41.49630531,1.0,0.02894943322230542,Normal
2025-07-18 04:58:00,7.237907403,285.5719325,266.5574397,34.25935523,78.32913345,57.65721366,1.0,0.04724311336507975,Normal
2025-07-18 04:47:00,11.2,220.0,225.0,50.0,60.0,37.0,1.0,0.0633264558896538,Normal
2025-07-18 17:08:00,11.2,220.0,225.0,50.0,60.0,38.5,1.0,0.07208952430854387,Normal
2025-07-18 04:46:00,11.1,220.0,225.0,50.0,60.0,43.31920343,1.0,0.027324541949994063,Normal
2025-07-18 15:40:00,11.0,220.0,225.0,50.0,60.0,16.49213223,1.0,0.05309039951477401,Normal
2025-07-18 20:15:00,11.2,220.0,225.0,50.0,60.0,36.0,1.0,0.05455412774098578,Normal
2025-07-18 05:06:00,11.2,220.0,225.0,50.0,60.0,36.3,1.0,0.03692252109755234,Normal
2025-07-18 10:40:00,11.1,220.0,225.0,50.0,60.0,36.6,-1.0,-0.0020182667745094474,Fan Failure
2025-07-18 05:18:00,11.2,220.0,225.0,50.0,60.0,37.2,-1.0,-0.05643771131820979,Fan Failure
2025-07-18 20:20:00,11.1,220.0,225.0,50.0,60.0,37.5,-1.0,-0.0924424519710369,Fan Failure
2025-07-18 20:22:00,11.0,220.0,225.0,50.0,60.0,38.1,1.0,0.01112802234271848,Normal
2025-07-18 00:19:00,10.9,220.0,225.0,50.0,60.0,38.4,1.0,0.018235039882972537,Normal
2025-07-18 19:57:00,10.8,220.0,225.0,50.0,60.0,59.66431512,1.0,0.06338849152626924,Normal
2025-07-18 20:21:00,10.7,220.0,225.0,50.0,60.0,58.22613737,1.0,0.0844485644499407,Normal
2025-07-18 15:23:00,10.6,220.0,225.0,50.0,60.0,36.3,1.0,0.04202166656291434,Normal
2025-07-18 00:33:00,10.5,220.0,225.0,50.0,60.0,36.9,1.0,0.043621451645087184,Normal
2025-07-18 15:41:00,10.4,220.0,225.0,50.0,60.0,38.4,1.0,0.04427293895933376,Normal
2025-07-18 09:22:00,10.3,220.0,225.0,50.0,60.0,38.7,1.0,0.04435467737916432,Normal
2025-07-18 00:29:00,10.5,220.0,225.0,50.0,60.0,55.09688244,1.0,0.04712542527974595,Normal
2025-07-18 00:32:00,10.4,220.0,225.0,50.0,60.0,40.82246833,1.0,0.04382829398508914,Normal
2025-07-18 10:23:00,10.3,220.0,225.0,50.0,60.0,49.52895513,1.0,0.03766918847373163,Normal
2025-07-18 05:22:00,10.4,220.0,225.0,50.0,60.0,37.2,1.0,0.030805642581193338,Normal
2025-07-18 15:14:00,10.3,220.0,225.0,50.0,60.0,37.8,1.0,0.012099613261994213,Normal
2025-07-18 20:03:00,10.3,220.0,225.0,50.0,60.0,38.1,-1.0,-0.002508561347823235,Unknown Anomaly
2025-07-18 15:37:00,10.3,270.0,253.4837467,60.66781243,109.1485009,54.33729869,-1.0,-0.1093776367452986,Unknown Anomaly
2025-07-18 07:43:00,10.3,160.0,298.6701505,69.50475887,103.9754682,11.9031968,-1.0,-0.021973902576392812,Unknown Anomaly
2025-07-18 15:36:00,11.80438608,273.8934478,298.5527129,68.52953161,92.56226935,11.9391886,-1.0,-0.03494081920939146,Unknown Anomaly
2025-07-18 20:09:00,7.24978744,150.4402419,279.9717665,38.86499793,0.0,41.45115376,1.0,0.021888926264584607,Normal
2025-07-18 20:02:00,11.0,220.0,102.2605876,34.33217407,60.0,34.84877913,1.0,0.0396524450769134,Normal
2025-07-18 00:20:00,10.95,220.0,210.0842996,34.59385001,60.0,54.59232833,1.0,0.029727244001536868,Normal
2025-07-18 05:33:00,10.9,220.0,181.9328649,60.38135147,60.0,58.96664445,1.0,0.03327195553976703,Normal
2025-07-18 05:30:00,10.85,220.0,296.8727508,67.97716497,60.0,25.71010278,1.0,0.02377089802766763,Normal
2025-07-18 14:57:00,10.65,220.0,251.3064668,42.54919435,60.0,32.31267385,1.0,0.013924426048267657,Normal
2025-07-18 15:22:00,10.55,220.0,141.4251916,56.55635257,60.0,31.03214885,1.0,0.009577863395094921,Normal
2025-07-18 09:47:00,8.107358017,161.5855265,255.7176227,61.36015366,0.0,47.74401155,1.0,0.038568945159843104,Normal
2025-07-18 17:10:00,10.2,103.0579669,293.4412614,45.0,0.0,58.62784274,1.0,0.054615585301346525,Normal
2025-07-18 14:51:00,15.37583142,110.2618889,140.2623487,36.64748304,102.9598158,16.10702178,1.0,0.04224038854327322,Normal
2025-07-18 05:23:00,11.5,230.0,220.0,62.03218063,60.0,39.5,1.0,0.05036150615625257,Normal
2025-07-18 05:13:00,11.5,230.0,220.0,57.97153488,60.0,40.0,1.0,0.05476890031959575,Normal
2025-07-18 15:02:00,11.5,230.0,220.0,38.93566908,60.0,40.5,1.0,0.0615837958522249,Normal
2025-07-18 04:51:00,10.2,166.8180124,212.0710651,45.0,0.0,34.24633123,1.0,0.06148364307091553,Normal
2025-07-18 20:26:00,10.2,159.3394473,212.200944,45.0,68.77528747,52.57881959,1.0,0.04068781059280069,Normal
2025-07-18 15:35:00,10.2,287.7585325,265.1094337,45.0,136.1204236,10.47478112,1.0,0.057762275760909976,Normal
2025-07-18 00:23:00,10.2,281.2956547,295.7267804,55.5,133.1053617,58.33422495,1.0,0.05728854604867384,Normal
2025-07-18 00:10:00,7.059230752,147.2898313,257.8250267,47.56662931,0.0,48.77175563,1.0,0.05625548519078899,Normal
2025-07-18 04:54:00,11.5,230.0,220.0,38.49466823,60.0,37.0,1.0,0.06978189836697907,Normal
